@ HyperIMU - ianovir
@ Date:Tue Mar 31 16:30:20 EDT 2026, Sampling Rate:5ms

icm45631_accelerometer.x,icm45631_accelerometer.y,icm45631_accelerometer.z,mmc5616_magnetometer.x,mmc5616_magnetometer.y,mmc5616_magnetometer.z,orientation_sensor.x,orientation_sensor.y,orientation_sensor.z,icm45631_gyroscope.x,icm45631_gyroscope.y,icm45631_gyroscope.z
-0.94174427,2.5050085,10.463933,11.2484,-3.8186,-20.6302,195.78542,-15.976218,-10.268939,0.17623162,0.19085374,-0.03185892
-1.083077,2.4883237,9.972972,10.858,-3.6843998,-21.0084,195.77794,-16.081781,-10.379353,0.2814843,0.1980982,-0.15248315
-1.210643,2.3785646,9.433379,10.7604,-3.6234,-21.3988,196.20747,-16.302574,-10.569679,0.33575937,0.16958672,-0.26561314
-1.4486417,2.2515972,8.828394,11.5534,-3.599,-21.7892,196.67673,-16.467379,-10.698212,0.3386738,0.06896382,-0.34115523
-1.6515503,2.1680245,8.498144,11.2727995,-3.3794,-22.3626,196.94662,-16.702383,-10.826212,0.29985356,-0.13809417,-0.3528463
-1.7265935,2.2476315,8.416068,11.370399,-3.4404,-21.886799,197.7276,-16.947927,-10.719481,0.25686982,-0.42668968,-0.24919237
-1.4168437,2.4842834,8.527024,11.2972,-2.928,-23.716799,198.45819,-17.179325,-10.257911,0.3141426,-0.5452655,-0.07475938
-1.3082815,2.6507554,8.607604,11.3948,-2.9401999,-24.2048,198.93364,-17.338362,-9.977652,0.3958966,-0.49297222,6.3284836E-4
-1.1327567,2.8760347,8.6218195,11.6022,-2.8792,-24.7904,199.0142,-17.556385,-9.714073,0.53082657,-0.3725645,0.074825995
-1.1278186,3.1696239,8.395268,10.3944,-3.0012,-24.497599,199.39534,-18.011698,-9.401356,0.69823164,-0.18365926,0.095943145
-1.2624925,3.3274915,8.047212,10.8214,-2.379,-24.6806,199.70352,-18.618196,-9.240281,0.8030513,0.022332886,0.08893185
-1.5099182,3.4871547,7.5977745,11.0044,-2.7694,-25.4736,199.64914,-19.087729,-9.242913,0.85815907,0.19198622,0.06793128
-1.858948,3.6211553,7.0064816,11.1142,-2.501,-25.656599,199.8742,-19.842731,-9.38351,0.851714,0.3064818,0.053758804
-2.1644332,3.6934302,6.554352,11.1996,-3.0133998,-26.9376,200.07237,-20.594166,-9.613508,0.78356624,0.2866137,0.03975287
-2.4248774,3.7935379,6.329521,11.102,-2.8304,-26.6448,199.99406,-21.051867,-9.757372,0.6471541,0.13006699,0.026279861
-2.5011926,3.942577,6.398878,11.1996,-2.9524,-27.328,200.26637,-21.611307,-9.844766,0.44277737,-0.14069219,0.018435873
-2.130241,4.050989,6.9490957,11.3948,-3.1598,-28.0112,200.62509,-21.983385,-9.734337,0.23143932,-0.24273066,7.8273355E-4
-1.7637784,4.1513963,7.8444524,11.407,-3.0133998,-28.694399,201.05684,-22.23424,-9.501371,0.103737175,-0.13418052,-0.05560739
-1.5893759,4.114361,8.233136,11.4192,-2.684,-29.0726,201.46687,-22.308825,-9.42798,0.06729843,0.04133499,-0.11084839
-1.5679028,4.0860043,8.459164,11.4192,-2.9157999,-30.0486,201.51581,-22.340876,-9.482551,0.068347625,0.19743204,-0.16011064
-1.7721581,4.049343,8.511087,11.528999,-2.745,-30.3414,201.55653,-22.375887,-9.62749,0.09176301,0.34047243,-0.18692343
-2.2331917,3.9242463,8.645837,11.9194,-2.9157999,-30.439,201.90985,-22.453318,-9.950487,0.13904345,0.34140503,-0.12577029
-2.3966708,3.8018427,8.7353945,12.3342,-2.684,-31.500399,202.20825,-22.58444,-10.263639,0.22121382,0.24602814,0.04133499
-2.2785318,3.7104888,8.804827,12.6514,-2.1227999,-31.293,202.40239,-22.802395,-10.443071,0.33795768,0.077190846,0.27886963
-1.8739117,3.9502084,9.2069025,12.4318,-2.8304,-32.6838,202.1479,-23.14352,-10.39508,0.50033325,-0.25044143,0.561986
-0.85173726,4.5773396,9.825205,12.9198,-2.8792,-32.391,202.17743,-24.006521,-9.655255,0.6986646,-0.5549248,0.7639313
-0.37304655,4.88058,9.981651,12.2122,-3.4404,-33.8672,201.77641,-24.668879,-8.952246,0.7327718,-0.5318924,0.7259937
-0.3003975,4.9678187,9.749189,12.688,-4.0016,-34.648,201.72385,-25.343023,-8.287225,0.63094985,-0.3182561,0.61930877
-0.38973114,4.893075,9.384298,12.1634,-4.5262,-35.6362,201.68382,-25.916529,-7.820187,0.38895196,-0.057572547,0.5376713
